IMO,Vessel,Design,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Source_File
1017189,SITC CHANGDE,SDARI SL1800,Containership-Regional Feeder,23900,0,0,14.5,19011,8080,0,0,9.7,Ship Results (45).xlsx
1017191,SITC HAODE,SDARI SL1800,Containership-Regional Feeder,24279,0,0,14.5,19011,8080,0,0,9.7,Ship Results (45).xlsx
1017206,SITC XIN,SDARI SL1800,Containership-Regional Feeder,24290,0,0,14.5,19011,8080,0,0,9.7,Ship Results (45).xlsx
1017218,SITC ZHENGDE,SDARI SL1800,Containership-Regional Feeder,24224,0,0,14.5,19011,8080,0,0,9.7,Ship Results (45).xlsx
1017256,SITC JUNDE,SDARI SL1800,Containership-Regional Feeder,24278,169.028,28.452,14.5,18819,7961,0,0,9.7,Ship Results (45).xlsx
1017268,SITC RUIDE,SDARI SL1800,Containership-Regional Feeder,24300,0,28.452,14.5,18819,7961,0,0,9.7,Ship Results (45).xlsx
1017464,GENESIS,,,0,0,0,0,54,43,0,0,1.75,Ship Results (61).xlsx
1017476,RAWABI 213,,,2103,0,0,6,2168,650,0,9.1,3.5,Ship Results (57).xlsx
1017488,KAYAN LPG,,LPG-Small Gas Carrier,3573,0,0,3,1442,433,0,0,2,Ship Results (30).xlsx
1017543,MERCURY ISLAND,KHI Supramax,Bulk Carrier-Supra/Ultramax,64095,0,32.29,19.4,36461,21011,81431,0,13.525,Ship Results (13).xlsx
1017696,FAST4WARD MPF NO. C,,,109632,0,0,32.8,208479,62543,0,0,25,Ship Results (56).xlsx
1017713,AUSTIN TRADER,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63747,0,32.304,18.93,35908,21205,78482,0,13.5,Ship Results (11).xlsx
1017725,ORION TRADER,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63723,0,32.304,18.93,35908,21205,78325,0,13.5,Ship Results (11).xlsx
1017737,QUEEN TRADER,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63500,0,32.304,18.93,35908,21205,78325,0,13.5,Ship Results (11).xlsx
1017749,PARAGON TRADER,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63500,0,32.304,18.93,35908,21205,78325,0,13.5,Ship Results (11).xlsx
1017775,YONG SHENG 151,,Bulk Carrier-Small Handy,12490,0,0,10,8524,4402,14000,0,7.15,Ship Results (9).xlsx
1017787,MO RAN BONG 7,,"General Cargo 5,000-9,999 dwt",5115,0,0,7.4,2998,1887,6800,0,5.85,Ship Results (42).xlsx
1017804,SHEN FENG ZHOU,,"Tanker-<=4,999dwt",4498,0,0,8.3,4196,0,0,0,5.64,Ship Results (28).xlsx
1017830,KANG FA 126,,"Tanker-<=4,999dwt",4990,0,0,7,2994,0,0,0,6,Ship Results (28).xlsx
1017842,DING XIN 115,,Bulk Carrier-Pmax/Kamsarmax,78900,0,0,19.3,43418,0,98125,0,13.6,Ship Results (6).xlsx
1017866,XIN SHUN HAI,,Container-Baby post-Panamax,83327,0,0,19.2,50583,0,0,0,13.5,Ship Results (44).xlsx
1017878,CHENG SHAN 01,,Bulk Carrier-Supra/Ultramax,51687,0,0,16.2,30446,17049,66019,0,10.9,Ship Results (12).xlsx
1017880,CHANG SHENG JI 9,,Containership-Feedermax,35788,0,0,14.2,22651,0,0,0,10.1,Ship Results (45).xlsx
1017957,QING XIANG 6,,Containership-Regional Feeder,25725,0,0,13.3,16355,8333,0,0,9.5,Ship Results (45).xlsx
1017969,HUI TONG 67,,,6487,0,0,9,5079,2844,0,0,6.32,Ship Results (41)tanker.xlsx
1017971,HENG RUN DA 6,,"General Cargo 10,000-14,999dwt",12500,0,0,10.3,8000,0,15739,0,7.75,Ship Results (41).xlsx
1017983,DAI YOU 67,,"Tanker-5,000-7,499dwt",6546,0,0,8.6,5077,0,0,0,6.5,Ship Results (27).xlsx
1017995,NING YUAN BAI HE,,,4979,0,0,8,4027,0,0,0,5.95,Ship Results (41)tanker.xlsx
1018016,DESERT LEOPARD,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63569,0,32.304,18.9,35734,21206,78325,0,13.5,Ship Results (11).xlsx
1018030,DESERT LION,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63623,0,32.304,18.9,35734,21206,78325,0,13.5,Ship Results (11).xlsx
1018078,DESERT PUMA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63654,196.52,32.304,18.9,35734,21206,78325,0,13.5,Ship Results (11).xlsx
1018080,WINNING LCT 1,,"General Cargo 5,000-9,999 dwt",9535,0,0,6.8,5180,1554,0,0,4.95,Ship Results (42).xlsx
1018092,ALONDRA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63558,0,32.304,18.9,35956,21219,78325,0,13.5,Ship Results (11).xlsx
1018107,ANTHIA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63616,0,32.304,18.9,35956,21210,78325,0,13.5,Ship Results (11).xlsx
1018121,SSI PRIVILEGE II,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63651,0,32.304,18.9,35956,21206,78325,0,13.5,Ship Results (11).xlsx
1018133,SSI DARING II,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63643,0,32.304,18.9,35956,21194,78325,61.7,13.519,Ship Results (11).xlsx
1018145,INTERASIA TENACITY,JMU 3055,Container-Baby post-Panamax,37160,195.438,34.84,16.6,30807,13096,0,0,11.5,Ship Results (45).xlsx
1018157,INTERASIA TRIBUTE,JMU 3055,Container-Baby post-Panamax,37160,195.438,34.84,16.6,30676,13096,0,0,11.5,Ship Results (45).xlsx
1018169,INTERASIA TRIUMPH,JMU 3055,Container-Baby post-Panamax,37160,195.438,34.84,16.6,30676,13096,0,0,11.5,Ship Results (45).xlsx
1018171,INTERASIA TACTIC,JMU 3055,Container-Baby post-Panamax,37160,195.438,34.84,16.6,30676,13096,0,0,11.5,Ship Results (45).xlsx
1018183,ZY NINGBO,Nantong 63BC,Bulk Carrier-Supra/Ultramax,63789,0,32.304,18.9,35651,21205,78481,0,13.5,Ship Results (13).xlsx
1018236,ZY KUNSHAN,Nantong 63BC,Bulk Carrier-Supra/Ultramax,63748,0,32.304,18.9,35651,21205,78481,0,13.5,Ship Results (13).xlsx
1018248,AGIA FEVRONIA,Nantong 63BC,Bulk Carrier-Supra/Ultramax,63801,0,32.304,18.9,35683,21205,78325,0,13.5,Ship Results (13).xlsx
1018377,AICC HUANGHU,SDARI 7000 CEU,"PCC/PCTC => 4,000 cars",18773,195.62,38.02,37.46,71663,21499,0,0,10,Ship Results (50).xlsx
1018389,AICC KUNPENG,SDARI 7000 CEU,"PCC/PCTC => 4,000 cars",18885,0,39.74,37.46,71577,21473,0,0,10,Ship Results (50).xlsx
1018391,AICC FENGHUANG,SDARI 7000 CEU,"PCC/PCTC => 4,000 cars",18500,0,39.74,37.46,71540,21462,0,0,10,Ship Results (50).xlsx
1018470,GREEN ENDEAVOUR,,LPG-Large Gas Carrier,32729,0,30.45,18.8,29599,8879,0,0,9.4,Ship Results (33).xlsx
1018523,HUA ZHENG HAI GANG,,"General Cargo 15,000-19,999dwt",17300,0,0,11,10524,5893,0,0,8.2,Ship Results (41).xlsx
1018547,FENG HAI 18,,Containership-Regional Feeder,24597,152.8,0,13.4,15480,8668,0,0,9.8,Ship Results (45).xlsx
1018559,MR. BRIAN,,,244,0,0,5,362,108,0,3,4.05,Ship Results (58).xlsx
1018573,XH ALOT,,Bulk Carrier-Newcastlemax,211248,295.42,50.042,25.2,109299,69024,228563,0,18.55,Ship Results (5).xlsx
1018585,XH ATOP,,Bulk Carrier-Newcastlemax,211299,0,50.042,25.2,109299,69024,228543,0,18.55,Ship Results (5).xlsx
1018602,POSEIDON 48,,,3600,0,0,5.58,2982,1669,0,0,0,Ship Results (43).xlsx
1018614,UN HA SU,,"General Cargo <=4,999 dwt",3282,0,0,6.2,1998,1117,0,0,4.85,Ship Results (43).xlsx
1018755,SEA LYRA,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,82276,225.518,32.31,20.35,44856,27228,97000,0,14.5,Ship Results (6).xlsx
1018767,SEA LYNX,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,82182,225.518,32.31,20.35,44856,27228,97000,0,14.5,Ship Results (6).xlsx
1018779,SEA LIBRA,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,82301,225.52,0,20.35,44856,27228,97000,0,14.5,Ship Results (6).xlsx
1018781,SEA LEO,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,82266,0,0,20.35,44856,27228,97000,0,14.5,Ship Results (6).xlsx
1018793,BINTANG CAHAYA KAPUAS 01,,"Tanker-<=4,999dwt",603,0,0,2.82,431,166,0,0,2.12,Ship Results (28).xlsx
1018808,YON BONG,,"General Cargo 5,000-9,999 dwt",5275,0,0,7.4,2994,1676,6800,0,5.9,Ship Results (42).xlsx
1018834,GRACE MCALLISTER,,,208,0,0,4.724,366,109,0,0,0,Ship Results (58).xlsx
1018846,LETTIE PG,,Tanker-Handy,10810,0,22.122,9,7928,3229,0,24.8,6.8,Ship Results (24).xlsx
1018858,AGNES PG,,Tanker-Handy,10795,0,22.122,9,7928,3229,0,22.2,6.8,Ship Results (24).xlsx
1018860,GOLDEN SUN,,Tanker-MR2,49988,178.8,32.29,19.1,29979,13878,0,53.5,13.2,Ship Results (20).xlsx
1018872,SILVER MOON,,Tanker-MR2,49986,178.8,32.29,19.1,29979,13899,0,53.5,13.192,Ship Results (20).xlsx
1018913,OURSON,,,0,0,0,2.6,394,139,0,0,1.2,Ship Results (51).xlsx
1018987,ZHOU SHUN 7,,"General Cargo 15,000-19,999dwt",16008,141.8,0,11.2,9980,5889,20700,0,8.21,Ship Results (41).xlsx
1019022,JIN HUI 8,,,5071,0,0,5.88,2978,1667,0,0,4.1,Ship Results (42).xlsx
1019046,HOPE STAR,,"General Cargo 15,000-19,999dwt",17476,0,0,11.65,10700,6528,0,0,8.57,Ship Results (41).xlsx
1019058,HUA YUN TONG YUAN,,"Tanker-5,000-7,499dwt",6300,0,0,9.3,5398,3022,0,0,6.36,Ship Results (27).xlsx
1019084,HUA YUN LI YUAN,,,7450,0,0,9.6,5746,3217,0,0,6.69,Ship Results (41)tanker.xlsx
1019101,ANBIEN SKY,SDARI SL1800,Containership-Regional Feeder,24454,0,0,14.5,18852,8093,0,0,9.7,Ship Results (45).xlsx
1019113,HAIAN OPUS,SDARI SL1800,Containership-Regional Feeder,24432,0,0,14.5,18852,8093,0,0,9.7,Ship Results (45).xlsx
1019137,GAS HOPE,,LPG-Small Gas Carrier,6711,110.14,0,9,6446,2090,0,19.6,6.814,Ship Results (30).xlsx
1019149,GAS INFINITY,,LPG-Small Gas Carrier,6718,110.14,0,9,6446,2090,0,19.6,6.814,Ship Results (30).xlsx
1019175,KAKO,Kyokuyo 1100,Containership-Regional Feeder,11634,135.09,24.832,11.4,9828,0,0,0,8.214,Ship Results (46).xlsx
1019307,SEACON NAGOYA,,"General Cargo 10,000-14,999dwt",13504,117.26,0,14.3,9988,4170,20540,0,9.03,Ship Results (41).xlsx
1019321,RAWABI 209,,,2069,0,0,6,2168,650,0,0,5,Ship Results (57).xlsx
1019333,WINDEA INTREPID,,,76,0,0,7.15,316,94,0,0,1.8,Ship Results (55).xlsx
1019345,WINDEA COURAGEOUS,,,40,0,0,7.15,317,95,0,0,1.8,Ship Results (55).xlsx
1019357,WINDEA ENTERPRISE,,,40,0,0,7.15,317,95,0,0,1.8,Ship Results (55).xlsx
1019369,RAWABI 210,,,2070,0,0,6,2168,650,0,0,5,Ship Results (57).xlsx
1019371,RAWABI 214,,,2062,0,0,6,2168,650,0,0,5,Ship Results (57).xlsx
1019395,SAMUDERA MAKMUR 06,,"General Cargo 5,000-9,999 dwt",5016,0,0,7.4,2996,2088,0,0,5.95,Ship Results (42).xlsx
1019424,SHWE NADI,,"General Cargo <=4,999 dwt",2600,0,0,4.57,1387,587,0,0,3.79,Ship Results (43).xlsx
1019462,MINERAL CESKO,,Bulk Carrier-Newcastlemax,210784,0,50.036,25.2,110717,67182,224800,0,18.4,Ship Results (5).xlsx
1019474,MINERAL SLOVENIJA,,Bulk Carrier-Newcastlemax,210000,0,50.036,25.2,110717,67053,224800,0,18.4,Ship Results (5).xlsx
1019527,SALAMAH,,"Tanker-<=4,999dwt",3602,0,0,6.4,2322,1041,0,0,5.6,Ship Results (28).xlsx
1019553,KANG SHUN HUI HUANG,,"General Cargo 10,000-14,999dwt",14916,0,0,10.05,9655,5174,0,0,7.6,Ship Results (41).xlsx
1019591,MARIETTA,,Bulk Carrier-Supra/Ultramax,63875,0,32.31,18.85,35651,21420,77500,0,13.5,Ship Results (13).xlsx
1019606,MARINICKI,,Bulk Carrier-Supra/Ultramax,63600,195.56,32.31,18.85,35651,21418,77500,0,13.5,Ship Results (13).xlsx
1019682,TETIARAOI,,,205,0,0,3.6,248,139,0,0,2.8,Ship Results (49).xlsx
1019709,MOUNT ANJIN,G209BC,Bulk Carrier-Newcastlemax,211981,0,50.06,25,108999,66905,221400,0,18.4,Ship Results (5).xlsx
1019711,MOUNT YOTEI,G209BC,Bulk Carrier-Newcastlemax,211928,0,50.06,25,108999,66905,221400,0,18.4,Ship Results (5).xlsx
1019759,GOLDEN VALLEY,,"General Cargo 5,000-9,999 dwt",5090,95.48,0,7.4,2996,1773,0,0,5.92,Ship Results (42).xlsx
1019761,ATHENS C,,Tanker-MR2,50171,174.903,32.22,19.1,30056,14160,0,52,13.35,Ship Results (20).xlsx
1019773,AEGEAN C,,Tanker-MR2,50159,174.903,32.228,19.1,30056,14160,0,52,13.35,Ship Results (20).xlsx
1019840,XH DEEP COVER,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,83070,0,32.31,20.35,44729,27364,99244,0,14.55,Ship Results (6).xlsx
1019852,XH SQUARE LEG,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,83055,0,32.31,20.35,44729,27364,99244,0,14.55,Ship Results (6).xlsx
1019888,SP DIAMOND,,,381,0,0,6,496,148,0,0,0,Ship Results (58).xlsx
1019890,SP RUBY,,,382,0,0,6,496,148,0,0,0,Ship Results (58).xlsx
1019905,BRAM RIO,,,5496,0,0,8,3761,1712,0,0,0,Ship Results (57).xlsx
1019917,BWEK BEACON,,LPG-Small Gas Carrier,7139,113,0,8.95,6081,2089,0,19.8,6.764,Ship Results (30).xlsx
1019929,IRIS CORAL,,LPG-Small Gas Carrier,3748,93.05,0,7.2,3433,1029,0,0,5.45,Ship Results (30).xlsx
1019943,AZALEA CORAL,,LPG-Small Gas Carrier,5198,94.62,0,8.1,4275,1373,0,0,6.2,Ship Results (30).xlsx
1019979,CLAYTON,,Tanker-Handy,13237,120.3,0,11.15,7820,4189,0,23.1,8.55,Ship Results (24).xlsx
1019993,EASTERN TRITON,,,4939,89.95,0,8,3491,1048,0,0,6.36,Ship Results (41)tanker.xlsx
1020021,YONG XIN 25,,Containership-Feedermax,35816,0,0,14.2,22595,12653,0,0,10.1,Ship Results (45).xlsx
1020148,SENTOSA 23,,Containership-Small Feeder,4117,0,0,6.78,3182,1781,0,0,3.953,Ship Results (46).xlsx
1020447,BBC NEPTUNE,SDARI 40,Bulk Carrier-Handymax,40457,176.88,0,15.2,25173,13740,50515,0,10.95,Ship Results (1).xlsx
1020459,BBC PLUTO,SDARI 40,Bulk Carrier-Handymax,40459,0,0,15.2,25173,13740,50300,0,10.95,Ship Results (1).xlsx
1020540,FANOULA,,Bulk Carrier-Large Handy,33047,0,0,15.2,26104,14265,50500,0,0,Ship Results (2).xlsx
1020552,LARA,,Bulk Carrier-Handymax,41264,0,0,15.2,26104,14263,50500,0,0,Ship Results (1).xlsx
1020564,ERMIONE,,Bulk Carrier-Large Handy,33047,176.98,0,15.2,26104,14263,50500,0,0,Ship Results (2).xlsx
1020576,XIN LIN HAI 19,,"General Cargo 5,000-9,999 dwt",8597,0,0,8.6,5495,2871,0,0,6.6,Ship Results (42).xlsx
1020617,ECO SIROCCO,SDARI SL1250,Containership-Regional Feeder,14612,0,0,14.3,16313,4894,0,0,8.1,Ship Results (46).xlsx
1020629,ECO BORA,SDARI SL1250,Containership-Regional Feeder,14000,0,0,14.3,16313,4894,0,0,8.1,Ship Results (46).xlsx
1020679,SKIATHOS,,Bulk Carrier-Newcastlemax,211322,295.42,50.042,25.2,109299,69024,224500,0,18.55,Ship Results (5).xlsx
1020760,NORSE INNOSHIMA,Imabari 40,Bulk Carrier-Handymax,40058,176.56,0,15,25240,12883,48474,0,10.48,Ship Results (1).xlsx
1020772,HANDY TRADITION,Imabari 40,Bulk Carrier-Handymax,40100,176.56,0,15,25240,12883,50207,0,10.483,Ship Results (1).xlsx
1020784,BELLE CHANCE,Imabari 40,Bulk Carrier-Handymax,40058,176.56,0,15,25240,12883,50207,0,10.483,Ship Results (1).xlsx
1020851,EXPRESS STAR,,"General Cargo 5,000-9,999 dwt",7499,0,0,8.35,5138,2844,0,0,6.3,Ship Results (42).xlsx
1020899,BAHTERA DAMAI,,"General Cargo 5,000-9,999 dwt",8516,0,0,9.1,5676,3178,0,0,6.9,Ship Results (42).xlsx
1020916,GRAND EMERALD,,"General Cargo 5,000-9,999 dwt",8520,0,0,9.1,5849,3336,0,0,7,Ship Results (42).xlsx
1020966,YONG JING,,"General Cargo 5,000-9,999 dwt",7495,0,0,8.6,4904,2697,0,0,6.5,Ship Results (42).xlsx
1020992,ZHONG CHUAN HAI YUN,,"General Cargo 15,000-19,999dwt",17300,0,0,11,10290,5762,0,0,8.2,Ship Results (41).xlsx
1021180,JAL DHVANI,,Tanker-MR2,49990,175.745,32.23,19.1,29696,14164,0,53.2,13.316,Ship Results (20).xlsx
1021257,TENG CHONG 188,,,10491,0,0,9,8690,4866,0,0,6.2,Ship Results (39).xlsx
1021295,BC LIBERTY,High Bulk 40E,Bulk Carrier-Handymax,40354,0,0,14.8,24441,13003,50500,0,10.392,Ship Results (1).xlsx
1021300,BC INTEGRITY,High Bulk 40E,Bulk Carrier-Handymax,40319,0,0,14.8,24441,13003,50500,0,10.392,Ship Results (1).xlsx
1021374,CL SPRUCE,KHI Supramax,Bulk Carrier-Supra/Ultramax,64181,0,32.29,19.4,36457,21011,81432,0,13.525,Ship Results (13).xlsx
1021386,ANJI ANSHENG,,"PCC/PCTC => 4,000 cars",24664,0,0,39.1,87008,28066,0,0,10.3,Ship Results (50).xlsx
1021398,ANJI SOUNDNESS,,"PCC/PCTC => 4,000 cars",24670,0,0,39.1,87008,28066,0,0,10.3,Ship Results (50).xlsx
1021403,ANJI PROSPERITY,,"PCC/PCTC => 4,000 cars",24652,0,0,0,87008,28066,0,0,10.3,Ship Results (50).xlsx
1021491,CLEANSEAS FRIENDLY,,"Tanker-<=4,999dwt",1334,0,0,5,1115,375,0,0,4,Ship Results (28).xlsx
1021568,KAZO ANDA,,,572,41.13,0,3.05,489,146,0,0,2.35,Ship Results (51).xlsx
1021570,OCEAN 28,,,24623,0,0,9,16809,5042,0,0,6,Ship Results (41).xlsx
1021582,JAYA ELO 186,,"General Cargo <=4,999 dwt",3708,0,0,6.4,2130,1192,0,0,5.2,Ship Results (43).xlsx
1021673,GINOSTRA M,,Tanker-Handy,18639,141.57,0,12.7,11952,6070,0,30.3,9.48,Ship Results (24).xlsx
1021685,PRIMO M,,Tanker-Handy,18669,141.57,0,12.7,11952,6070,0,0,9.5,Ship Results (24).xlsx
1021697,OSTRO I,,Tanker-Handy,18653,141.57,0,12.7,12118,6070,0,0,9.5,Ship Results (24).xlsx
1021702,BISE,,Tanker-Handy,18644,0,0,12.7,12118,6070,0,33.3,9.48,Ship Results (24).xlsx
1021714,KAREN OLDENDORFF,SDARI KMAX82NEW,Bulk Carrier-Pmax/Kamsarmax,82000,0,0,20.35,44613,27187,96800,0,14.5,Ship Results (6).xlsx
1021776,LAMU,,Tanker-LR2,113633,0,0,21.5,64291,35027,0,100.3,15,Ship Results (22).xlsx
1021788,DUNE,,Tanker-LR2,113667,244.32,0,21.5,64291,35027,0,100.3,15,Ship Results (22).xlsx
1021790,ROBOLA,,Tanker-LR2,113613,0,0,21.5,64298,35027,0,100.3,15,Ship Results (22).xlsx
1021829,NEOLINER ORIGIN,,"Ro-ro cargo 1,000-1,499 LM",6300,0,0,15.45,13278,3984,0,0,6.1,Ship Results (51).xlsx
1021831,HEYBELIADA,,,848,53.04,0,3.17,375,113,0,0,1.25,Ship Results (51).xlsx
1021881,CL GUANGZHOU,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64730,0,0,18.8,36172,21651,78865,0,13.5,Ship Results (13).xlsx
1021893,CL FOSHAN,Crown 63 Plus,Bulk Carrier-Supra/Ultramax,64744,196.52,0,18.8,36172,21651,78865,0,13.5,Ship Results (13).xlsx
1021910,JI HANG 56,,Bulk Carrier-Small Handy,15619,0,0,11.2,9998,6182,0,0,8.2,Ship Results (9).xlsx
1021958,GAIN SPRING,,"General Cargo 5,000-9,999 dwt",7850,0,0,8.6,5211,3054,0,0,6.45,Ship Results (42).xlsx
1021996,FORTUNE 8,,"General Cargo <=4,999 dwt",3058,0,0,6,1998,1383,0,0,4.75,Ship Results (43).xlsx
1022079,ALGOMA EAST COAST,,Tanker-MR1,37242,0,27.44,17.2,23451,9900,0,0,11.3,Ship Results (21).xlsx
1022081,ALGOMA ACADIAN,,Tanker-MR1,37242,0,27.44,17.2,23451,9900,0,0,11.3,Ship Results (21).xlsx
1022122,HOANG ANH 09,,Bulk Carrier-Small Handy,22596,0,0,13,13687,7505,29600,0,9.3,Ship Results (9).xlsx
1022213,KUM UN SAN 8,,"General Cargo 5,000-9,999 dwt",5014,0,0,7.4,2994,1893,0,0,5.95,Ship Results (42).xlsx
1022275,EMS LUNA,Groot 4400,"General Cargo <=4,999 dwt",4672,0,0,7.1,2995,1418,5444,0,5.497,Ship Results (43).xlsx
1022287,RADBOD,Groot 4400,"General Cargo <=4,999 dwt",4762,0,0,7.1,2995,1418,5444,0,5.486,Ship Results (43).xlsx
1022299,EMS LIBERTY,Groot 4400,"General Cargo <=4,999 dwt",4400,0,0,7.1,2995,1418,5444,0,5.18,Ship Results (43).xlsx
1022304,EMS LEADER,Groot 4400,"General Cargo <=4,999 dwt",4400,0,0,7.1,3122,1587,5444,0,5.18,Ship Results (43).xlsx
1022457,ATLANTIC DIAMOND,,Tanker-LR2,114047,244.035,44.035,21.2,62716,35154,0,0,15,Ship Results (22).xlsx
1022469,ATLANTIC GEM,,Tanker-LR2,113988,244.06,44.04,21.2,62716,35150,0,0,15.02,Ship Results (22).xlsx
1022483,GUANG DA 678,,,6775,96.39,0,7.3,6275,1883,0,0,5.9,Ship Results (39).xlsx
1022641,SOUTH ENABLER,,"RoPax-20,000-29,999gt",13726,0,27.1,9.51,25619,7800,0,0,7.58,Ship Results (52).xlsx
1022677,GEM EMERALD,,Tanker-MR2,49999,0,32.231,19.1,29505,13956,0,0,13.274,Ship Results (20).xlsx
1022689,GEM DIAMOND,,Tanker-MR2,49944,176.08,32.231,19.1,29505,13956,0,0,13.25,Ship Results (20).xlsx
1022691,12 CHUNGKYUNG,,"Tanker-<=4,999dwt",969,0,0,4.4,320,310,0,0,3.8,Ship Results (28).xlsx
1022706,STENA CONTINENT,,Tanker-MR2,49948,176.08,32.231,19.1,30131,14036,0,53,13.316,Ship Results (20).xlsx
1022718,CRISTALLINA,,Tanker-MR2,49999,176.08,32.231,19.1,29777,14020,0,53,13.306,Ship Results (20).xlsx
1022720,MAULOA,,"General Cargo 10,000-14,999dwt",13534,114.18,0,14.05,9943,4527,19550,0,9.177,Ship Results (41).xlsx
1022732,HOKKAIDO,,Tanker-MR2,49948,176.08,32.231,19.1,30131,14036,0,53,13.25,Ship Results (20).xlsx
1022823,EUREKA,,"Tanker-<=4,999dwt",3353,0,0,6,1986,1112,0,0,5.2,Ship Results (28).xlsx
1022859,RUI XIN 1,,,3377,81,15.79,4.02,1357,407,0,0,3.2,Ship Results (43).xlsx
1022861,ALFA,,,2443,75.51,0,4.9,2397,719,0,0,3.15,Ship Results (51).xlsx
1022902,OTOWA,,,1217,60.11,0,4.5,498,0,0,0,4.155,Ship Results (41)tanker.xlsx
1022926,YUAN YI 008,,,10072,117.6,0,9,8328,4663,0,0,6.1,Ship Results (39).xlsx
1022990,EDEN K,,,171,0,0,5.059,345,103,0,0,4.37,Ship Results (58).xlsx
1023009,SMART LINE,,"General Cargo <=4,999 dwt",2402,0,0,4.57,1397,419,0,0,3.81,Ship Results (43).xlsx
1023097,LIANG RONG 007,,,1081,0,0,3.5,465,260,0,0,3,Ship Results (39).xlsx
1023140,SHENG WANG 610,,,1474,0,0,3.9,688,240,0,0,3.2,Ship Results (39).xlsx
1023164,XUAN TENG JI YUN,,Containership-Regional Feeder,17000,0,0,12.9,15562,8714,0,0,9,Ship Results (46).xlsx
1023176,CSM WYVERN,,"Tanker-<=4,999dwt",3004,0,0,6.7,1993,923,0,0,5,Ship Results (28).xlsx
1023229,HELENA RISING,,"General Cargo 10,000-14,999dwt",10866,0,0,10.2,6984,3593,0,0,7.6,Ship Results (41).xlsx
1023231,CHANG FA 668,,"Bulk Carrier-5,000-7,499dwt",5840,90.76,0,5.8,2989,1673,0,0,4.4,Ship Results (15).xlsx
1023243,HUI ZE LENG YUN 15,,"Reefer-=>8,000dwt",12499,0,0,13.7,13193,6495,0,0,9.1,Ship Results (47).xlsx
1023322,NEW SPIROS,,Tanker-LR2,116926,0,0,21.5,64677,36737,0,101.7,15.2,Ship Results (22).xlsx
1023358,PRIVACY,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82066,0,32.298,19.98,43543,27885,98259,0,14.48,Ship Results (6).xlsx
1023360,NOVELTY,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82066,0,32.298,19.98,43543,27885,98259,0,14.48,Ship Results (6).xlsx
1023425,ADVANTAGE SOLO,,Tanker-Suezmax,157930,0,48.037,23.6,84246,50209,0,120.8,17.224,Ship Results (18).xlsx
1023516,SOUTHERN RESONANCE,,Tanker-Aframax,114945,0,44.034,21.55,60177,35972,0,0,15.4,Ship Results (25).xlsx
1023528,NAN YANG KAYA 1,,"General Cargo 10,000-14,999dwt",10616,0,0,6.36,4280,1446,0,0,5.86,Ship Results (41).xlsx
1023530,RAWABI 215,,,2047,0,0,6,2168,650,0,0,5,Ship Results (57).xlsx
1023542,RAWABI 218,,,2030,0,0,6,2168,650,0,0,6,Ship Results (57).xlsx
1023554,RAWABI 216,,,2078,0,0,6,2168,650,0,0,5,Ship Results (57).xlsx
1023566,RAWABI 217,,,2033,0,16.044,6,2168,650,0,0,5,Ship Results (57).xlsx
1023592,OCEAN ENDEAVOR,Kurushima 41BC,Bulk Carrier-Handymax,41374,0,0,15.03,25958,12864,49359,0,10.623,Ship Results (1).xlsx
1023619,HE XING 669,,,7232,92.69,0,7.8,6317,3537,0,0,6.3,Ship Results (39).xlsx
1023700,ULTRA BENGUELA,,"General Cargo 10,000-14,999dwt",13643,0,0,14.3,9914,4501,20570,0,9.15,Ship Results (41).xlsx
1023712,ULTRA AGULHAS,,"General Cargo 10,000-14,999dwt",13674,0,0,14.3,9914,4501,20570,0,9.15,Ship Results (41).xlsx
1023736,C. S. COSMOS,SHI 40BC,Bulk Carrier-Large Handy,39841,174.69,0,14.8,24754,12429,49880,0,10.224,Ship Results (2).xlsx
1023839,FELICITY 8,,,4500,85.71,0,4.88,2246,1257,0,0,3.7,Ship Results (43).xlsx
1023920,MH HIGHLANDER,,Tanker-LR2,114497,0,44.032,21.5,64159,35250,0,101.1,15,Ship Results (22).xlsx
